date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:34:18	132349/132349	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2024/07/who-is-clarissa-yorke.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2024/07/who-is-clarissa-yorke.html	(from https://www.laserteam.pro/)
22:34:20	135595/135595	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/11/crypto-community-management-how-to.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/11/crypto-community-management-how-to.html	(from https://www.laserteam.pro/)
22:34:22	132856/132856	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/09/high-gainers-silo-finance-silo.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/09/high-gainers-silo-finance-silo.html	(from https://www.laserteam.pro/)
22:34:23	127767/127767	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-09-27T05:54:00-07:00&max-results=3	C:/My%20Web%20Sites/demo2/www.laserteam.pro/searchc7ee.html	(from https://www.laserteam.pro/)
22:34:25	124376/124376	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/p/disclaimer.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/p/disclaimer.html	(from https://www.laserteam.pro/)
22:34:28	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2007%20Jan%202025%2001:54:14%20GMT	http://img1.blogblog.com/img/blank.gif	C:/My%20Web%20Sites/demo2/img1.blogblog.com/img/blank.gif	(from https://www.laserteam.pro/)
22:34:28	97163/97163	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	C:/My%20Web%20Sites/demo2/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://www.laserteam.pro/)
22:34:28	122060/122060	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202025%2020:34:25%20GMT	https://www.laserteam.pro/s45-c/	C:/My%20Web%20Sites/demo2/www.laserteam.pro/s45-c/index.html	(from https://www.laserteam.pro/)
22:34:28	122060/122060	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202025%2020:34:25%20GMT	https://www.laserteam.pro/s35-c/	C:/My%20Web%20Sites/demo2/www.laserteam.pro/s35-c/index.html	(from https://www.laserteam.pro/)
22:34:30	1783/1783	---M--	200	added ('OK')	image/png	etag:%22vd4c%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhonQr07X2i2HTtruj0Q3HzOomolxxyboO_iIB1-ep92dd4rPzKAOTyu_Bt8TsePWLO1Mn3N0-8rjAhYeBrStH_XfP3A7MLPcVxK93EWGs9PfQQ9sM0OxRxjWHVSloX2nUKoG6uR5dqpz2C/s55-r/avatar.png	C:/My%20Web%20Sites/demo2/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhonQr07X2i2HTtruj0Q3HzOomolxxyboO_iIB1-ep92dd4rPzKAOTyu_Bt8TsePWLO1Mn3N0-8rjAhYeBrStH_XfP3A7MLPcVxK93EWGs9PfQQ9sM0OxRxjWHVSloX2nUKoG6uR5dqpz2C/s55-r/avatar.png	(from https://www.laserteam.pro/)
22:34:32	148006/148006	---M--	200	added ('OK')	text/javascript	date:Tue,%2007%20Jan%202025%2005:55:27%20GMT	https://www.blogger.com/static/v1/widgets/1447070124-widgets.js	C:/My%20Web%20Sites/demo2/www.blogger.com/static/v1/widgets/1447070124-widgets.js	(from https://www.laserteam.pro/)
22:34:32	403228/403228	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226271c-POiqk/26zwHcfv1DP/14PLgVAIE%22	https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.eot?t=1590207869815	C:/My%20Web%20Sites/demo2/cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicondf6d.eot	(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
22:34:32	125268/125268	---M--	200	added ('OK')	font/woff2	etag:W/%221e954-TTdav0PtGKpUJkwbWXFLClnFk6Q%22	https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.woff2?t=1590207869815	C:/My%20Web%20Sites/demo2/cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicondf6d.woff2	(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
22:34:33	403056/403056	---M-Z	200	added ('OK')	font/ttf	etag:W/%2262670-hAqCFW89079bDo0oUuIyvRqS7t0%22	https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.ttf?t=1590207869815	C:/My%20Web%20Sites/demo2/cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicondf6d.ttf	(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
22:34:33	172876/172876	---M--	200	added ('OK')	font/woff	etag:W/%222a34c-nvsPvvw4gOfwtm5Y9S+FGQ/d0nk%22	https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.woff?t=1590207869815	C:/My%20Web%20Sites/demo2/cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicondf6d.woff	(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
22:34:34	1195522/1195522	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22123e02-RFSTKqSIOQG9AFD0KBuq2CFvsSg%22	https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.svg?t=1590207869815	C:/My%20Web%20Sites/demo2/cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicondf6d.svg	(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
22:34:35	1/1	---MC-	200	added ('OK')	text/css	date:Thu,%2009%20Jan%202025%2020:34:32%20GMT	https://www.blogger.com/dyn-css/authorization.css?targetBlogID=435579260866452516&zx=751749d6-bd90-4822-8bfe-d9f6372ad6ee	C:/My%20Web%20Sites/demo2/www.blogger.com/dyn-css/authorizationfeca.css	(from https://www.laserteam.pro/p/work-with-us.html)
22:34:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Jan%202025%2020:34:34%20GMT	https://seeklogo.com/images/T/twitter-x-logo-8FD8E6C4FD-seeklogo.com.png?v=638258862930000000	C:/My%20Web%20Sites/demo2/seeklogo.com/images/T/twitter-x-logo-8FD8E6C4FD-seeklogo.com.26e5ce.delayed	(from https://www.laserteam.pro/p/twitter.html)
22:34:37	22271/22271	---M--	200	added ('OK')	image/png	etag:%221db55178e71beff%22	https://images.seeklogo.com/logo-png/49/1/twitter-x-logo-png_seeklogo-492394.png?v=1957300911876681024	C:/My%20Web%20Sites/demo2/images.seeklogo.com/logo-png/49/1/twitter-x-logo-png_seeklogo-492394199b.png	(from https://www.laserteam.pro/p/twitter.html)
22:34:37	28058/28058	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jul%202024%2007:20:44%20GMT	https://pbs.twimg.com/profile_images/1817823055202205696/Jh40yNnz_400x400.jpg	C:/My%20Web%20Sites/demo2/pbs.twimg.com/profile_images/1817823055202205696/Jh40yNnz_400x400.jpg	(from https://www.laserteam.pro/p/twitter.html)
22:34:38	9573/9573	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Mar%202023%2001:21:09%20GMT	https://pbs.twimg.com/profile_images/1640887285653577728/1dEOAsQJ_400x400.jpg	C:/My%20Web%20Sites/demo2/pbs.twimg.com/profile_images/1640887285653577728/1dEOAsQJ_400x400.jpg	(from https://www.laserteam.pro/p/twitter.html)
22:34:38	19811/19811	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Feb%202024%2014:58:15%20GMT	https://pbs.twimg.com/profile_images/1755607482016444416/-mVDHqC4_400x400.jpg	C:/My%20Web%20Sites/demo2/pbs.twimg.com/profile_images/1755607482016444416/-mVDHqC4_400x400.jpg	(from https://www.laserteam.pro/p/twitter.html)
22:34:39	39033/39033	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Mar%202023%2001:58:33%20GMT	https://pbs.twimg.com/profile_images/1637272815886843909/LtrNAzPt_400x400.jpg	C:/My%20Web%20Sites/demo2/pbs.twimg.com/profile_images/1637272815886843909/LtrNAzPt_400x400.jpg	(from https://www.laserteam.pro/p/twitter.html)
22:34:39	25580/25580	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Apr%202022%2017:29:50%20GMT	https://pbs.twimg.com/profile_images/1516832024274812934/kqd-bPHk_400x400.jpg	C:/My%20Web%20Sites/demo2/pbs.twimg.com/profile_images/1516832024274812934/kqd-bPHk_400x400.jpg	(from https://www.laserteam.pro/p/twitter.html)
22:34:39	38805/38805	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2018:33:04%20GMT	https://pbs.twimg.com/profile_images/1740803636052066304/AEAS9S3i_400x400.jpg	C:/My%20Web%20Sites/demo2/pbs.twimg.com/profile_images/1740803636052066304/AEAS9S3i_400x400.jpg	(from https://www.laserteam.pro/p/twitter.html)
22:34:40	122216/122216	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202025%2020:34:38%20GMT	https://www.laserteam.pro/p/www.instagram.com/candemazzone	C:/My%20Web%20Sites/demo2/www.laserteam.pro/p/www.instagram.com/candemazzone.2e.delayed	(from https://www.laserteam.pro/p/twitter.html)
22:34:40	15418/15418	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Apr%202024%2020:32:32%20GMT	https://pbs.twimg.com/profile_images/1778522040674250752/U2Z5YdoR_400x400.jpg	C:/My%20Web%20Sites/demo2/pbs.twimg.com/profile_images/1778522040674250752/U2Z5YdoR_400x400.jpg	(from https://www.laserteam.pro/p/twitter.html)
22:34:41	35014/35014	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Nov%202023%2014:48:15%20GMT	https://pbs.twimg.com/profile_images/1728788261038854144/HoTitFPK_400x400.jpg	C:/My%20Web%20Sites/demo2/pbs.twimg.com/profile_images/1728788261038854144/HoTitFPK_400x400.jpg	(from https://www.laserteam.pro/p/twitter.html)
22:34:43	14132/14132	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Oct%202023%2020:14:52%20GMT	https://pbs.twimg.com/profile_images/1716549271468531712/tyxE-Ap2_400x400.jpg	C:/My%20Web%20Sites/demo2/pbs.twimg.com/profile_images/1716549271468531712/tyxE-Ap2_400x400.jpg	(from https://www.laserteam.pro/p/twitter.html)
22:34:48	57709/57709	---M--	200	added ('OK')	application/javascript	etag:%22d84ed083f24aaeaff421e916ef72024d%22	https://files.coinmarketcap.com/static/widget/coinPriceBlock.js	C:/My%20Web%20Sites/demo2/files.coinmarketcap.com/static/widget/coinPriceBlock.js	(from https://www.laserteam.pro/p/listing.html)
22:34:49	3185284/3185284	---MCZ	200	added ('OK')	application/javascript	etag:W/%22de11969fcad7e6ac5128da3878a35815%22	https://widgets.coingecko.com/coingecko-coin-compare-chart-widget.js	C:/My%20Web%20Sites/demo2/widgets.coingecko.com/coingecko-coin-compare-chart-widget.js	(from https://www.laserteam.pro/p/listing.html)
22:34:50	3203656/3203656	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d308ca5e5ae4e1e8339b8cbd9df0f477%22	https://widgets.coingecko.com/coingecko-coin-heatmap-widget.js	C:/My%20Web%20Sites/demo2/widgets.coingecko.com/coingecko-coin-heatmap-widget.js	(from https://www.laserteam.pro/p/listing.html)
22:34:52	20469/20469	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642abc84-4ff5%22	https://telegram.org/js/telegram-widget.js?22	C:/My%20Web%20Sites/demo2/telegram.org/js/telegram-widgetb6d7.js	(from https://www.laserteam.pro/p/telegram.html)
22:34:53	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:34:51%20GMT	https://www.laserteam.pro/feeds/7328681165786963953/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/7328681165786963953/comments/default.36.delayed	(from https://www.laserteam.pro/2024/07/who-is-clarissa-yorke.html)
22:34:55	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:34:53%20GMT	https://www.laserteam.pro/feeds/902815310266559665/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/902815310266559665/comments/default.37.delayed	(from https://www.laserteam.pro/2023/11/crypto-community-management-how-to.html)
22:34:57	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:34:55%20GMT	https://www.laserteam.pro/feeds/3041978494161549893/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/3041978494161549893/comments/default.38.delayed	(from https://www.laserteam.pro/2023/09/high-gainers-silo-finance-silo.html)
22:35:03	132830/132830	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/09/high-gainers-loom-network-loom.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/09/high-gainers-loom-network-loom.html	(from https://www.laserteam.pro/search?updated-max=2023-09-27T05:54:00-07:00&max-results=3)
22:35:07	133577/133577	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/08/gem-of-day-blockchain-bets-bcb.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/08/gem-of-day-blockchain-bets-bcb.html	(from https://www.laserteam.pro/search?updated-max=2023-09-27T05:54:00-07:00&max-results=3)
22:35:11	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/remixicon@2.5.0/fonts/remixicon.css)
22:35:14	134635/134635	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/07/high-gainers-stellar-xlm.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/07/high-gainers-stellar-xlm.html	(from https://www.laserteam.pro/search?updated-max=2023-09-27T05:54:00-07:00&max-results=3)
22:35:15	127914/127914	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-07-14T09:01:00-07:00&max-results=3&start=3&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/search358d.html	(from https://www.laserteam.pro/search?updated-max=2023-09-27T05:54:00-07:00&max-results=3)
22:35:16	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:35:14%20GMT	https://www.laserteam.pro/feeds/1481519683717371397/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/1481519683717371397/comments/default.3d.delayed	(from https://www.laserteam.pro/2023/09/high-gainers-loom-network-loom.html)
22:35:18	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:35:16%20GMT	https://www.laserteam.pro/feeds/1692717097851381599/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/1692717097851381599/comments/default.3e.delayed	(from https://www.laserteam.pro/2023/08/gem-of-day-blockchain-bets-bcb.html)
22:35:20	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:35:18%20GMT	https://www.laserteam.pro/feeds/2117283480648387521/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/2117283480648387521/comments/default.3f.delayed	(from https://www.laserteam.pro/2023/07/high-gainers-stellar-xlm.html)
22:35:25	132561/132561	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/07/high-gainers-lido-dao-ldo.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/07/high-gainers-lido-dao-ldo.html	(from https://www.laserteam.pro/search?updated-max=2023-07-14T09:01:00-07:00&max-results=3&start=3&by-date=false)
22:35:27	131896/131896	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/07/gem-of-day-segaerc-sega.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/07/gem-of-day-segaerc-sega.html	(from https://www.laserteam.pro/search?updated-max=2023-07-14T09:01:00-07:00&max-results=3&start=3&by-date=false)
22:35:29	135976/135976	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/2023/07/gem-of-day-defi-bears-dfb.html	C:/My%20Web%20Sites/demo2/www.laserteam.pro/2023/07/gem-of-day-defi-bears-dfb.html	(from https://www.laserteam.pro/search?updated-max=2023-07-14T09:01:00-07:00&max-results=3&start=3&by-date=false)
22:35:31	128010/128010	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2003:21:20%20GMT	https://www.laserteam.pro/search?updated-max=2023-07-05T03:28:00-07:00&max-results=3&start=6&by-date=false	C:/My%20Web%20Sites/demo2/www.laserteam.pro/search23b8.html	(from https://www.laserteam.pro/search?updated-max=2023-07-14T09:01:00-07:00&max-results=3&start=3&by-date=false)
22:35:31	34/34	---M--	403	error ('Forbidden')	text/html	date:Thu,%2009%20Jan%202025%2020:35:29%20GMT	https://www.laserteam.pro/feeds/419888246435454339/comments/default	C:/My%20Web%20Sites/demo2/www.laserteam.pro/feeds/419888246435454339/comments/default.44.delayed	(from https://www.laserteam.pro/2023/07/high-gainers-lido-dao-ldo.html)
22:35:33	1/1	---MC-	200	added ('OK')	text/css	date:Thu,%2009%20Jan%202025%2020:35:30%20GMT	https://draft.blogger.com/dyn-css/authorization.css?targetBlogID=435579260866452516&zx=751749d6-bd90-4822-8bfe-d9f6372ad6ee	C:/My%20Web%20Sites/demo2/draft.blogger.com/dyn-css/authorizationfeca.css	(from https://www.laserteam.pro/2023/07/high-gainers-lido-dao-ldo.html)
22:35:34	147782/147782	---M--	200	added ('OK')	text/javascript	date:Wed,%2008%20Jan%202025%2022:07:39%20GMT	https://www.blogger.com/static/v1/widgets/91768132-widgets.js	C:/My%20Web%20Sites/demo2/www.blogger.com/static/v1/widgets/91768132-widgets.js	(from https://www.laserteam.pro/2023/07/high-gainers-lido-dao-ldo.html)
